Description,Number of jobs,Median,Annual % change,Mean,Mean: Annual % change,10 percentile,20 percentile,25 percentile,30 percentile,40 percentile,50 percentile,60 percentile,70 percentile,80 percentile,90 percentile,Date
Skilled trades occupations,1686,15.81,6.2,17.21,6.9,11.63,12.50,13.00,13.5,14.68,17.10,18.64,19.46,20.46,23.64,2024-01-01
Skilled agricultural and related trades,103,13.47,7.7,14.24,7.9,11.52,12.00,12.15,12.4,12.87,14.09,15.15,15.56,15.98,17.65,2024-01-01
"Skilled metal, electrical and electronic trades",870,17.6,6.1,18.66,6.1,12.41,13.90,14.63,15.2,16.39,18.93,20.37,21.39,22.48,25.86,2024-01-01
Skilled construction and building trades,298,16.52,5.9,17.41,7.5,11.89,13.30,14.00,14.48,15.5,17.62,19.05,19.62,20.36,23.08,2024-01-01
"Textiles, printing and other skilled trades",415,13.13,6.9,14.23,8,11.44,11.64,11.94,12.05,12.52,13.92,14.72,15.17,15.85,18.04,2024-01-01
"Caring, leisure and other service occupations",2429,13.03,7.8,14.08,7.1,11.45,11.82,11.99,12.11,12.52,13.73,14.54,15.07,15.78,18.30,2024-01-01
Caring personal service occupations,2021,13.08,7.8,14.02,7,11.45,11.88,12.00,12.17,12.58,13.78,14.56,15.07,15.75,18.28,2024-01-01
"Leisure, travel and related personal service occupations",386,12.6,6.4,14.25,6.9,11.44,11.54,11.72,11.96,12.24,13.24,14.15,14.82,15.48,18.15,2024-01-01
Community and civil enforcement occupations,23,16.27,18.6,16.35,13.6,11.69,13.06,13.71,14.06,15.47,17.16,17.57,17.91,18.08,x,2024-01-01
Sales and customer service occupations,1692,12.21,9.5,13.72,8.5,11.09,11.44,11.50,11.59,11.95,12.70,13.34,13.80,14.43,16.86,2024-01-01
Sales occupations,1261,12,9.1,13.23,9.1,10.99,x,11.44,11.5,11.74,12.35,12.87,13.22,13.62,15.37,2024-01-01
Customer service occupations,431,13.33,7.2,14.86,6.7,11.47,11.86,12.00,12.26,12.8,14.17,15.24,15.84,16.70,19.45,2024-01-01
"Process, plant and machine operatives",1363,14.3,6.1,15.72,5.7,11.54,12.10,12.49,12.8,13.5,15.16,16.32,17.02,17.92,20.80,2024-01-01
"Process, plant and machine operatives",644,13.95,6.5,15.24,5.8,11.53,12.00,12.29,12.55,13.17,14.80,15.92,16.64,17.50,20.10,2024-01-01
Transport and mobile machine drivers and operatives,719,14.64,6.6,16.13,5.8,11.56,12.32,12.64,13.01,13.8,15.49,16.65,17.41,18.24,21.46,2024-01-01
Elementary occupations,2641,12.11,8.3,13.25,6.7,10.87,11.44,11.45,11.53,11.83,12.61,13.26,13.75,14.28,15.96,2024-01-01
Elementary trades and related occupations,255,12.67,7.8,13.67,8,11.44,11.46,11.56,11.8,12.2,13.20,14.00,14.50,15.06,17.02,2024-01-01
Elementary administration and service occupations,2387,12.04,8.4,13.18,6.6,10.71,11.44,11.44,11.51,11.79,12.55,13.19,13.66,14.19,15.78,2024-01-01
North East,947,15.2,5.6,18.82,6.8,11.49,12.04,12.44,12.8,13.93,17.07,19.45,21.26,23.11,28.89,2024-01-01
"North East,  Managers, directors and senior officials",81,23.06,13.9,27.54,10,13.05,14.58,15.41,16.9,19.01,26.19,30.87,33.69,36.98,x,2024-01-01
"North East, Corporate managers and directors",62,25.26,10,29.82,8.5,13.54,15.39,17.11,17.99,21.6,28.90,33.72,36.69,39.69,x,2024-01-01
"North East, Other managers and proprietors",19,16.52,4.3,20.09,12.2,12.13,13.45,14.10,14.35,15.37,18.56,22.16,23.97,x,x,2024-01-01
"North East,  Professional occupations",224,22.48,6.9,24.13,6.3,14.38,16.90,17.79,18.64,20.56,24.56,26.38,27.99,29.62,36.24,2024-01-01
"North East, Science, research, engineering and technology professionals",52,23,5.3,24.3,9.4,13.13,16.47,17.63,18.6,21.28,25.30,27.99,28.78,30.88,x,2024-01-01
"North East, Health professionals",68,21.79,5.1,23.48,1.7,14.82,17.20,17.87,18.34,19.88,22.99,24.62,25.60,26.08,x,2024-01-01
"North East, Teaching and other educational professionals",44,25.53,2.8,26.86,4.7,15.77,19.05,19.88,20.82,24.19,27.41,29.56,31.70,34.00,x,2024-01-01
"North East, Business, media and public service professionals",61,21.25,6.6,23,10,13.01,15.24,16.14,17.35,19.04,23.50,25.55,26.99,29.02,x,2024-01-01
"North East,  Associate professional occupations",155,16.27,6.6,18.98,6.7,12.11,13.07,13.69,14.21,15.17,17.82,19.80,20.99,22.26,27.16,2024-01-01
"North East, Science, engineering and technology associate professionals",31,16.26,9.1,17.69,3.8,12.18,13.24,13.59,14.25,15.13,17.55,19.35,19.97,20.92,x,2024-01-01
"North East, Health and social care associate professionals",28,14.13,7.9,15.6,4.8,11.73,12.11,12.18,12.59,13.25,14.63,15.87,16.28,17.07,x,2024-01-01
"North East, Protective service occupations",22,20.25,2.8,20.44,10.6,14.83,15.76,16.53,16.83,17.68,22.11,22.76,23.68,24.66,x,2024-01-01
"North East, Culture, media and sports occupations",7,14.86,6.8,15.53,4.7,x,x,12.60,12.65,13.65,15.52,16.19,x,x,x,2024-01-01
"North East, Business and public service associate professionals",68,17.17,9.8,20.49,7.5,12.33,13.29,13.95,14.7,15.46,19.17,20.97,22.37,25.70,x,2024-01-01
"North East,  Administrative and secretarial occupations",106,13.3,5.7,14.68,6.1,11.48,11.96,12.17,12.45,12.91,14.23,15.28,16.05,16.74,19.02,2024-01-01
"North East, Administrative occupations",89,13.69,6.3,14.92,6.1,11.63,12.17,12.45,12.67,13,14.68,15.52,16.29,17.18,19.34,2024-01-01
"North East, Secretarial and related occupations",17,12.18,4.2,13.27,5.9,11.44,11.44,11.49,11.56,11.95,12.47,13.13,14.07,14.43,x,2024-01-01
"North East,  Skilled trades occupations",65,15.48,8,16.9,7.5,11.47,12.25,12.75,13.14,14.55,16.83,18.27,19.21,20.19,23.49,2024-01-01
"North East, Skilled metal, electrical and electronic trades",34,17.14,6.7,18.48,6.4,12.50,13.51,14.52,14.97,15.95,18.69,20.47,21.87,22.87,x,2024-01-01
"North East, Skilled construction and building trades",13,16.7,7.1,16.92,9.4,11.49,13.39,14.60,15.1,16,17.34,18.60,18.80,x,x,2024-01-01
"North East, Textiles, printing and other skilled trades",15,12.29,8.6,13.26,8,11.40,11.44,11.48,11.6,11.89,12.70,13.34,13.64,x,x,2024-01-01
"North East,  Caring, leisure and other service occupations",84,12.63,7,13.53,6.8,11.44,11.67,11.94,12,12.33,13.24,13.90,14.20,14.81,16.39,2024-01-01
"North East, Caring personal service occupations",71,12.75,7.5,13.61,7.4,11.44,11.76,11.97,12,12.38,13.27,13.98,14.39,14.93,16.44,2024-01-01
"North East, Leisure, travel and related personal service occupations",12,12,5.5,12.49,-0.5,x,11.46,11.56,11.62,11.91,12.33,12.66,13.27,x,x,2024-01-01
"North East,  Sales and customer service occupations",75,12.16,8.4,13.33,6.4,11.39,11.44,11.48,11.62,11.95,12.55,13.02,13.43,13.97,16.25,2024-01-01
"North East, Sales occupations",54,12,9.1,13.02,7.7,11.16,x,11.44,11.48,11.74,12.21,12.59,12.83,13.26,14.93,2024-01-01
"North East, Customer service occupations",22,13.01,4.8,13.92,4.4,11.44,11.79,11.99,12.16,12.59,13.70,14.50,14.89,15.88,x,2024-01-01
"North East,  Process, plant and machine operatives",57,14.27,8,15.27,4.5,11.49,12.00,12.19,12.61,13.52,15.06,16.00,16.90,17.69,19.85,2024-01-01
"North East, Process, plant and machine operatives",31,14.52,3.9,15.35,2.2,11.50,12.00,12.15,12.62,13.86,15.54,16.82,17.46,18.20,x,2024-01-01
"North East, Transport and mobile machine drivers and operatives",26,14,10.8,15.19,7.1,11.45,11.86,12.27,12.58,13.44,14.58,15.13,15.72,16.85,x,2024-01-01
"North East,  Elementary occupations",100,12,9.1,13.12,9.4,9.74,x,11.44,11.45,11.68,12.30,12.97,13.39,14.01,15.66,2024-01-01
"North East, Elementary trades and related occupations",10,12.5,8.9,13.4,8.1,x,11.44,11.46,11.56,11.98,13.12,14.46,14.86,x,x,2024-01-01
"North East, Elementary administration and service occupations",89,11.97,9.3,13.06,9.6,9.55,x,11.44,11.44,11.66,12.23,12.80,13.26,13.98,15.27,2024-01-01
North West,2931,16.28,7.3,20.29,7.8,11.55,12.30,12.74,13.22,14.54,18.62,21.56,23.22,25.46,32.12,2024-01-01
"North West, Managers, directors and senior officials",293,23.37,6.2,28.87,8.7,13.13,15.17,16.43,17.71,20.51,26.59,30.67,33.46,37.77,49.14,2024-01-01
"North West, Corporate managers and directors",225,26.02,8,31.71,9.8,13.55,16.36,18.08,19.49,22.97,29.64,34.33,37.86,41.59,52.14,2024-01-01
"North West, Other managers and proprietors",68,17.71,9.4,19.8,8.4,12.38,13.91,14.43,14.98,16.32,19.33,21.55,22.71,24.01,x,2024-01-01
"North West, Professional occupations",793,23.94,8.2,26.18,8.5,14.99,18.00,18.93,19.93,21.9,26.07,29.01,30.66,32.63,39.22,2024-01-01
"North West, Science, research, engineering and technology professionals",180,24.23,5.8,25.65,6,14.63,17.61,18.60,19.64,21.95,26.19,29.03,31.02,33.19,38.91,2024-01-01
"North West, Health professionals",231,22.37,7,25.95,7.6,15.19,17.99,18.46,19.1,21.32,23.92,26.06,27.70,29.99,38.66,2024-01-01
"North West, Teaching and other educational professionals",171,27.83,9.9,28.94,10.8,17.69,20.78,21.93,23.64,25.99,30.21,32.54,34.15,36.09,40.95,2024-01-01
"North West, Business, media and public service professionals",211,22.77,8,25.05,9.5,13.67,16.66,17.79,18.95,20.83,24.76,27.52,29.05,31.09,37.65,2024-01-01
"North West, Associate professional occupations",447,17.43,7.9,19.59,5.5,12.28,13.39,13.98,14.51,15.74,19.01,20.88,22.19,23.56,28.29,2024-01-01
"North West, Science, engineering and technology associate professionals",85,17.22,6.4,18.86,6.3,12.28,13.51,14.02,14.4,15.7,18.89,20.54,21.83,23.09,x,2024-01-01
"North West, Health and social care associate professionals",74,14.53,6.2,15.18,4.9,11.51,12.18,12.47,12.86,13.48,15.43,16.47,17.13,17.90,x,2024-01-01
"North West, Protective service occupations",31,20.51,8.7,20.62,7.9,14.54,14.93,15.48,17,18.64,22.06,23.21,24.01,24.68,x,2024-01-01
"North West, Culture, media and sports occupations",25,16.32,10.5,19.91,14.3,12.31,13.24,13.87,14.13,14.69,19.10,20.38,21.29,22.00,x,2024-01-01
"North West, Business and public service associate professionals",232,18.66,5.2,20.94,4.4,12.49,13.76,14.41,15.18,16.79,20.32,22.46,23.72,25.74,31.72,2024-01-01
"North West, Administrative and secretarial occupations",315,14.15,7.5,15.91,8.2,11.52,12.07,12.44,12.62,13.22,15.27,16.32,17.44,18.43,22.67,2024-01-01
"North West, Administrative occupations",262,14.64,8.1,16.23,8.3,11.67,12.38,12.60,12.94,13.68,15.38,16.77,17.89,18.95,23.50,2024-01-01
"North West, Secretarial and related occupations",53,12.48,5.6,14.09,6.9,11.44,11.53,11.68,11.86,12.13,13.05,14.02,14.38,15.42,x,2024-01-01
"North West, Skilled trades occupations",180,15.4,5.1,16.79,5.6,11.50,12.42,12.82,13.31,14.22,16.76,18.34,19.42,20.33,23.04,2024-01-01
"North West, Skilled agricultural and related trades",8,13.66,6.9,14.23,8.9,x,12.33,12.46,12.6,13.46,13.97,14.55,14.90,x,x,2024-01-01
"North West, Skilled metal, electrical and electronic trades",98,17.17,6.9,18.24,6.7,12.24,13.47,14.02,14.53,16,18.50,20.20,21.15,22.14,25.16,2024-01-01
"North West, Skilled construction and building trades",30,16.14,2.4,16.39,1.1,11.44,12.23,12.80,13.54,15.2,17.15,18.85,19.20,19.81,x,2024-01-01
"North West, Textiles, printing and other skilled trades",43,12.89,3.7,13.85,5.6,11.44,11.54,11.72,12,12.43,13.37,14.19,14.54,15.01,x,2024-01-01
"North West, Caring, leisure and other service occupations",271,12.82,8,13.82,7.6,11.45,11.83,11.98,12.07,12.43,13.45,14.19,14.74,15.40,17.54,2024-01-01
"North West, Caring personal service occupations",229,12.9,8.3,13.9,8.5,11.45,11.90,12.00,12.14,12.47,13.57,14.33,14.94,15.53,17.59,2024-01-01
"North West, Leisure, travel and related personal service occupations",42,12.39,7.8,13.31,2.6,11.44,11.52,11.66,11.8,12.13,12.62,13.29,13.66,14.04,x,2024-01-01
"North West, Sales and customer service occupations",182,12.09,9.5,13.71,9.3,11.13,11.44,11.50,11.55,11.88,12.63,13.29,13.89,14.61,17.08,2024-01-01
"North West, Sales occupations",130,11.96,9,13.25,9.1,11.02,x,11.44,11.49,11.64,12.19,12.70,13.06,13.59,15.65,2024-01-01
"North West, Customer service occupations",52,13.21,7.7,14.66,8.8,11.48,11.83,11.98,12.08,12.77,14.19,15.26,15.69,16.62,19.16,2024-01-01
"North West, Process, plant and machine operatives",157,14.29,4.6,15.54,3.1,11.50,12.10,12.50,12.83,13.49,15.28,16.23,16.70,17.69,20.83,2024-01-01
"North West, Process, plant and machine operatives",73,14.02,3.9,15.35,5.3,11.50,12.00,12.30,12.64,13.22,15.01,16.15,16.75,17.64,20.51,2024-01-01
"North West, Transport and mobile machine drivers and operatives",84,14.47,5.6,15.69,1.7,11.50,12.24,12.67,13,13.64,15.33,16.29,16.67,17.69,20.91,2024-01-01
"North West, Elementary occupations",296,12,9,13.17,7.2,10.94,x,11.44,11.5,11.74,12.50,13.05,13.58,14.13,15.74,2024-01-01
"North West, Elementary trades and related occupations",31,12.82,7.1,13.66,5.4,11.44,11.50,11.65,12,12.34,13.29,14.09,14.58,15.00,x,2024-01-01
"North West, Elementary administration and service occupations",265,12,9.1,13.09,7.3,10.70,x,11.44,11.47,11.7,12.39,12.99,13.45,13.99,15.58,2024-01-01
Yorkshire and The Humber,2178,15.81,7.8,19.53,7.3,11.54,12.23,12.61,13.07,14.31,17.91,20.51,22.24,24.29,30.54,2024-01-01
"Yorkshire and The Humber, Managers, directors and senior officials",213,22.85,6,27.44,5.9,13.12,14.86,16.03,17.43,19.96,26.05,29.92,33.21,36.32,47.08,2024-01-01
"Yorkshire and The Humber, Corporate managers and directors",165,24.79,3.5,29.39,5.1,13.40,15.96,17.47,18.97,21.67,28.27,33.23,36.05,38.46,50.06,2024-01-01
"Yorkshire and The Humber, Other managers and proprietors",48,17.78,12,20.87,10.7,12.43,13.66,14.24,14.53,15.68,19.96,21.58,23.71,25.70,x,2024-01-01
"Yorkshire and The Humber, Professional occupations",561,22.99,4.3,25.29,6.5,14.53,17.28,18.14,19.08,21.25,25.37,27.83,29.33,31.65,38.27,2024-01-01
"Yorkshire and The Humber, Science, research, engineering and technology professionals",117,23.07,6.3,24.93,6.9,13.97,16.77,17.67,18.71,20.85,25.22,28.36,30.58,33.29,38.26,2024-01-01
"Yorkshire and The Humber, Health professionals",155,22.32,4.8,25.72,8.4,15.11,17.68,18.10,18.94,20.96,23.55,25.85,27.28,29.31,x,2024-01-01
"Yorkshire and The Humber, Teaching and other educational professionals",134,26.61,6.6,27.36,5.4,16.17,18.76,20.12,21.3,24.39,28.00,30.13,31.99,34.19,39.32,2024-01-01
"Yorkshire and The Humber, Business, media and public service professionals",155,21.79,3.2,23.66,4,13.99,16.17,17.11,18.12,19.94,23.47,26.06,27.87,29.84,36.43,2024-01-01
"Yorkshire and The Humber, Associate professional occupations",333,16.99,7,18.85,5.8,12.19,13.16,13.82,14.32,15.62,18.40,20.18,21.40,22.69,26.74,2024-01-01
"Yorkshire and The Humber, Science, engineering and technology associate professionals",65,16.62,4.9,18.04,6.4,12.08,12.81,13.39,13.83,15.17,17.85,19.65,20.34,21.74,x,2024-01-01
"Yorkshire and The Humber, Health and social care associate professionals",64,14.65,6.7,15.32,7,11.67,12.29,12.58,13.01,13.96,15.56,16.41,17.55,17.89,x,2024-01-01
"Yorkshire and The Humber, Protective service occupations",30,20.46,7.2,19.92,9.1,13.91,15.01,15.54,16.49,17.65,22.08,22.42,22.73,23.92,x,2024-01-01
"Yorkshire and The Humber, Culture, media and sports occupations",16,16.28,8.8,17.24,2.8,11.81,12.90,13.37,13.93,15.46,17.39,18.19,19.35,x,x,2024-01-01
"Yorkshire and The Humber, Business and public service associate professionals",158,18.19,7.1,20.37,5.8,12.44,13.69,14.33,15.19,16.46,19.82,21.86,23.37,24.89,30.22,2024-01-01
"Yorkshire and The Humber, Administrative and secretarial occupations",218,14,7.2,15.61,6.6,11.67,12.05,12.36,12.61,13.17,15.00,16.05,16.82,17.93,21.23,2024-01-01
"Yorkshire and The Humber, Administrative occupations",183,14.37,6.2,15.81,6.1,11.75,12.27,12.50,12.85,13.46,15.28,16.27,17.08,18.20,21.79,2024-01-01
"Yorkshire and The Humber, Secretarial and related occupations",35,12.6,7.8,14.26,8.1,11.44,11.52,11.73,11.95,12.09,13.17,14.11,15.03,15.99,x,2024-01-01
"Yorkshire and The Humber, Skilled trades occupations",152,15.73,4.9,17.01,7,11.53,12.44,12.99,13.39,14.49,17.08,18.51,19.15,20.19,23.39,2024-01-01
"Yorkshire and The Humber, Skilled agricultural and related trades",5,12.88,10.3,13.86,17.7,x,x,11.76,12,12.38,13.50,x,x,x,x,2024-01-01
"Yorkshire and The Humber, Skilled metal, electrical and electronic trades",82,17.52,6.5,18.38,6.9,12.22,13.61,14.48,15.02,16.17,18.67,19.77,20.63,22.02,25.00,2024-01-01
"Yorkshire and The Humber, Skilled construction and building trades",30,15.94,7.5,16.66,7.1,11.55,13.00,13.35,14,14.82,17.00,18.25,19.00,20.22,x,2024-01-01
"Yorkshire and The Humber, Textiles, printing and other skilled trades",34,12.71,3.1,13.9,6.4,11.44,11.49,11.65,11.87,12.34,13.37,14.16,14.71,15.57,x,2024-01-01
"Yorkshire and The Humber, Caring, leisure and other service occupations",196,12.83,8.7,13.53,6.9,11.44,11.67,11.85,12,12.41,13.46,14.08,14.45,14.91,16.74,2024-01-01
"Yorkshire and The Humber, Caring personal service occupations",167,12.89,8.8,13.58,7,11.44,11.68,11.91,12.05,12.45,13.51,14.13,14.51,14.97,16.92,2024-01-01
"Yorkshire and The Humber, Leisure, travel and related personal service occupations",26,12.31,7.8,13.05,4.6,11.44,11.49,11.62,11.71,12,12.69,13.39,13.67,14.05,x,2024-01-01
"Yorkshire and The Humber, Sales and customer service occupations",146,12.15,9.6,13.51,8.1,11.31,11.44,11.48,11.55,11.88,12.62,13.30,13.79,14.35,16.86,2024-01-01
"Yorkshire and The Humber, Sales occupations",106,11.96,8.8,13.13,7.9,11.02,x,11.44,11.47,11.64,12.23,12.75,13.06,13.58,15.77,2024-01-01
"Yorkshire and The Humber, Customer service occupations",40,13.25,9.7,14.38,8.4,11.48,11.85,11.99,12.22,12.74,13.96,14.75,15.54,16.31,x,2024-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",126,14.23,6.4,15.56,6.5,11.65,12.13,12.50,12.88,13.5,14.91,15.99,16.52,17.32,20.92,2024-01-01
"Yorkshire and The Humber, Process, plant and machine operatives",67,13.99,8.3,15.44,8.7,11.55,11.96,12.29,12.59,13.2,14.70,15.65,16.43,17.27,20.89,2024-01-01
"Yorkshire and The Humber, Transport and mobile machine drivers and operatives",60,14.57,6.6,15.67,4.7,11.79,12.46,12.95,13.16,13.79,15.20,16.18,16.58,17.34,x,2024-01-01
"Yorkshire and The Humber, Elementary occupations",233,12,8.3,13.04,7.3,10.98,x,11.44,11.5,11.74,12.46,13.00,13.49,14.01,15.40,2024-01-01
"Yorkshire and The Humber, Elementary trades and related occupations",24,12.41,5.7,13.26,6.5,11.24,11.44,11.48,11.64,12,13.00,13.56,14.12,14.78,x,2024-01-01
"Yorkshire and The Humber, Elementary administration and service occupations",209,12,9.1,13.01,7.5,10.90,x,11.44,11.5,11.71,12.41,12.99,13.42,14.00,15.27,2024-01-01
East Midlands,1871,15.41,6.3,19.07,6.5,11.50,12.06,12.49,12.92,14.06,17.41,19.94,21.73,23.71,29.49,2024-01-01
"East Midlands, Managers, directors and senior officials",193,23.15,10.8,27.79,8.2,13.25,15.34,16.56,17.71,20.14,26.06,30.43,32.65,36.30,46.20,2024-01-01
"East Midlands, Corporate managers and directors",143,25.55,5.9,30.57,8.5,13.97,16.42,18.04,19.65,22.61,28.85,34.57,37.22,40.26,49.04,2024-01-01
"East Midlands, Other managers and proprietors",50,18,10.4,20.22,6.1,12.55,14.03,14.40,15.13,16.79,19.84,21.88,23.77,24.65,x,2024-01-01
"East Midlands, Professional occupations",416,22.99,4.4,24.55,4,14.97,17.58,18.55,19.29,21.34,25.10,27.44,28.62,30.29,35.99,2024-01-01
"East Midlands, Science, research, engineering and technology professionals",107,23.22,5.6,24.8,6.5,14.95,17.10,18.46,19.33,21.45,25.36,28.17,29.67,31.67,36.97,2024-01-01
"East Midlands, Health professionals",96,22.12,3.6,24.52,-0.3,16.18,18.08,18.68,19.1,21.11,23.57,25.64,27.01,28.54,x,2024-01-01
"East Midlands, Teaching and other educational professionals",106,26.21,5.5,26.15,2.3,16.52,19.44,20.36,21.75,24.34,27.44,28.81,29.93,31.33,35.59,2024-01-01
"East Midlands, Business, media and public service professionals",107,20.92,4.4,23.02,5.6,14.24,15.99,17.13,17.89,19.41,22.98,25.00,26.55,28.23,34.38,2024-01-01
"East Midlands, Associate professional occupations",278,16.64,5.8,19.04,4.4,12.03,13.06,13.67,14.22,15.33,18.04,19.91,21.12,23.00,27.79,2024-01-01
"East Midlands, Science, engineering and technology associate professionals",60,16.1,5,17.48,5.2,12.18,13.00,13.41,14.04,15.1,17.10,18.74,19.66,20.45,x,2024-01-01
"East Midlands, Health and social care associate professionals",48,14.43,6.5,15.06,6.8,11.67,12.29,12.58,12.8,13.54,15.17,16.63,17.13,17.44,x,2024-01-01
"East Midlands, Protective service occupations",17,19.33,6.1,20.38,8,13.71,14.92,15.19,16.22,17.12,22.13,23.22,23.83,x,x,2024-01-01
"East Midlands, Culture, media and sports occupations",21,15.52,7.8,19.52,6.7,11.46,12.34,12.56,13.74,14.44,16.46,17.86,x,x,x,2024-01-01
"East Midlands, Business and public service associate professionals",132,18.32,5.3,20.89,3.9,12.24,13.73,14.33,15.03,16.65,19.98,22.63,23.99,25.88,31.75,2024-01-01
"East Midlands, Administrative and secretarial occupations",191,13.7,6.8,15.25,7.2,11.46,11.96,12.13,12.44,12.99,14.63,15.73,16.53,17.63,21.05,2024-01-01
"East Midlands, Administrative occupations",153,14.08,7.1,15.53,7.2,11.54,12.05,12.41,12.62,13.28,15.00,16.23,16.99,18.00,21.57,2024-01-01
"East Midlands, Secretarial and related occupations",38,12.5,5.9,14,8.9,11.44,11.47,11.57,11.68,12.04,13.04,14.16,14.94,15.64,x,2024-01-01
"East Midlands, Skilled trades occupations",129,15.51,3.7,17.04,6.1,11.65,12.46,12.79,13.37,14.38,17.10,18.74,19.44,20.19,23.53,2024-01-01
"East Midlands, Skilled agricultural and related trades",6,12.79,8,13.94,14.1,x,11.98,12.00,12.41,12.5,13.15,13.83,x,x,x,2024-01-01
"East Midlands, Skilled metal, electrical and electronic trades",73,17.65,5.2,18.42,5.3,12.55,14.05,14.50,15,16.35,18.90,20.00,20.94,22.00,25.00,2024-01-01
"East Midlands, Skilled construction and building trades",20,15.5,0.8,16.94,4.8,11.51,12.50,12.85,13.51,14.49,17.07,18.55,19.25,20.06,x,2024-01-01
"East Midlands, Textiles, printing and other skilled trades",30,12.5,7,13.56,7.7,11.44,11.56,11.73,11.83,12.08,13.11,13.97,14.24,15.00,x,2024-01-01
"East Midlands, Caring, leisure and other service occupations",168,12.82,8.6,13.58,9.1,11.44,11.62,11.81,11.99,12.38,13.35,14.03,14.50,15.07,17.02,2024-01-01
"East Midlands, Caring personal service occupations",143,12.87,9,13.56,9.2,11.44,11.63,11.84,12,12.45,13.43,14.08,14.56,15.20,17.14,2024-01-01
"East Midlands, Leisure, travel and related personal service occupations",24,12.35,5,13.61,9.1,11.44,11.59,11.67,11.76,12,12.90,13.51,14.01,14.42,x,2024-01-01
"East Midlands, Sales and customer service occupations",115,12.08,9.8,13.35,7.4,11.05,11.44,11.45,11.55,11.88,12.45,13.13,13.57,14.08,16.31,2024-01-01
"East Midlands, Sales occupations",82,12,9.3,13.01,8.5,10.71,x,11.44,11.46,11.66,12.18,12.61,13.00,13.53,15.05,2024-01-01
"East Midlands, Customer service occupations",32,12.92,7,14.03,3.4,11.44,11.63,11.90,12,12.32,13.43,14.29,14.97,15.66,x,2024-01-01
"East Midlands, Process, plant and machine operatives",139,13.96,7.3,15.28,5.9,11.50,12.00,12.26,12.57,13.13,14.80,15.86,16.49,17.48,20.02,2024-01-01
"East Midlands, Process, plant and machine operatives",76,13.48,6.4,14.97,5.7,11.49,11.99,12.19,12.46,12.96,14.33,15.34,16.16,17.34,19.63,2024-01-01
"East Midlands, Transport and mobile machine drivers and operatives",64,14.5,7,15.63,6.3,11.50,12.00,12.50,12.88,13.65,15.02,16.11,16.72,17.72,20.70,2024-01-01
